JEWETT FLD AP (MI),54822,,Lat: 42.5658,Lon: -84.4331,Elev: 922 ft,,,
Date,Hr,Min,Temp (F),Wind Spd (mph),Wind Direction (deg),Peak WindGust(mph),Low Cloud Ht (ft),Visibility (mi)
05/06/21, 7,55,47,5,140,0*,8000,10,either
05/06/21, 8,15,47,0,0,0*,7000,10,either
05/06/21, 8,35,47,0,0,0*,7000,10,either
05/06/21, 8,55,48,3,150,0*,7000,10,either
05/06/21, 9,15,48,0,0,0*,7000,10,either
05/06/21, 9,35,48,0,0,0*,7000,10,either
05/06/21,10,15,48,3,150,0*,7000,10,either
05/06/21,10,35,49,0,0,0*,7000,10,either
05/06/21,10,55,49,3,170,0*,4700,10,either
05/06/21,11,15,49,5,280,0*,7000,10,either
05/06/21,11,35,48,3,250,0*,7000,10,either
05/06/21,11,55,48,5,290,0*,7000,10,either
05/06/21,12,35,49,5,330,0*,5000,10,either
05/06/21,12,55,48,3,330,0*,3600,10,either
05/06/21,13,35,47,3,20,0*,4300,10,either
05/06/21,13,55,46,5,30,0*,4300,10,either
05/06/21,14,15,45,5,350,0*,4800,10,either
05/06/21,14,35,45,5,360,0*,4300,10,either
05/06/21,14,55,44,0,0,0*,3800,10,either
05/06/21,15,15,44,3,360,0*,3600,10,either
05/06/21,15,35,44,5,360,0*,3800,10,either
05/06/21,15,55,44,3,40,0*,3500,7,either
05/06/21,16,15,44,0,0,0*,3700,10,either
05/06/21,16,35,44,0,0,0*,3800,10,either
05/06/21,16,55,44,3,50,0*,3500,10,either
05/06/21,17,15,44,3,40,0*,3300,10,either
05/06/21,17,35,44,5,40,0*,3300,10,either
05/06/21,17,55,44,3,50,0*,3400,10,either
05/06/21,18,15,44,0,0,0*,3400,10,either
05/06/21,18,35,44,0,0,0*,3400,10,either
05/06/21,18,55,44,0,0,0*,3400,10,either
05/06/21,19,15,43,0,0,0*,3000,10,either
05/06/21,19,35,43,3,350,0*,3000,10,either
05/06/21,19,55,43,0,0,0,2600,10,either
05/07/21, 8,15,45,3,160,0*,4900,10,either
05/07/21, 8,35,46,0,0,0*,4900,10,either
05/07/21, 8,55,46,5,140,0*,4900*,10,either
05/07/21, 9,15,47,3,150,0*,2000,10,either
05/07/21,11,35,51,5,220,0*,6000,10,either
05/07/21,11,55,52,9,230,0*,7000,10,either
05/07/21,12,15,51,3,260,0*,3400,10,either
05/07/21,12,35,51,7,250,0*,3500,10,
05/07/21,13,35,55,15,270,23,4100,10,
05/07/21,16,55,55,17,270,23,5500,10,
05/07/21,17,15,54,17,290,23,5000,10,
05/07/21,18,55,50,16,290,22,5000,10,
05/08/21, 6,35,35,7,310,0*,7220,10,
05/08/21, 7,35,38,9,330,0*,7220,10,either
05/08/21, 7,55,40,13,320,16,7220,10,
05/08/21,14,55,53,3,120,17*,5500,10,either
05/08/21,16,15,52,9,300,11*,7220,10,
05/08/21,16,35,53,0,0,11*,6500,10,either
05/08/21,16,55,54,6,270,11*,6500,10,
05/08/21,17,15,53,3,240,11*,6500,10,either
05/08/21,17,55,54,7,290,11*,6500,10,
05/08/21,18,15,52,7,300,11*,7500,10,
05/08/21,18,35,52,9,290,11*,7500,10,
05/08/21,18,55,51,9,320,11*,7500*,10,either
05/08/21,19,15,51,7,290,11*,7500*,10,
05/08/21,19,35,50,0,0,11*,7000,10,either
05/08/21,19,55,48,0,0,11*,7000,10,either
05/08/21,20,15,47,0,0,11*,7000,10,either
05/09/21, 4,55,41,0,0,11*,6500,10,either
05/09/21, 5,15,41,0,0,11*,6500,10,either
05/09/21, 5,35,40,0,0,11*,6500*,10,either
05/09/21, 5,55,41,0,0,11*,6500*,10,either
05/09/21, 6,15,41,0,0,11*,6500*,10,either
05/09/21, 6,35,41,0,0,11*,6500*,10,either
05/09/21, 6,55,42,0,0,11*,6500*,10,either
05/09/21, 7,15,43,3,160,11*,6500*,10,either
05/09/21, 7,35,44,5,150,11*,6500*,10,either
05/09/21, 7,55,44,3,150,11*,6500*,10,either
05/09/21, 8,15,45,5,150,11*,12000,10,either
05/09/21, 8,35,46,3,150,11*,12000,10,either
05/09/21, 8,55,46,5,150,11*,12000,10,either
05/09/21, 9,15,46,3,160,11*,12000,10,either
05/09/21, 9,35,46,5,130,11*,2600,10,either
05/09/21,10,15,46,5,150,11*,2600,10,either
05/09/21,10,35,46,5,160,11*,2600,10,either
05/09/21,10,55,47,5,110,11*,2600,10,either
05/09/21,11,15,48,6,90,11*,2500,10,
05/09/21,13,15,48,10,100,17,2400,10,
05/09/21,13,35,48,5,150,17*,2400,10,either
05/09/21,14,35,47,5,140,17*,4100,10,either
05/09/21,14,55,47,5,140,17*,4800,10,either
05/09/21,15,35,47,3,70,17*,6000,10,either
05/09/21,15,55,47,5,170,17*,5000,10,either
05/09/21,16,15,49,3,50,17*,5000,10,either
05/09/21,16,35,48,5,80,17*,5500,10,either
05/09/21,16,55,49,5,20,17*,6500,10,either
05/09/21,17,15,49,3,50,17*,7500,10,either
05/09/21,17,35,49,3,140,17*,7500,10,either
05/09/21,17,55,50,5,100,17*,3200,10,either
05/09/21,18,15,51,3,130,17*,3400,10,either
05/09/21,18,35,51,5,20,17*,3600,10,either
05/09/21,18,55,51,3,20,17*,3600,10,either
05/09/21,19,15,50,5,170,17*,6500,10,either
05/09/21,19,35,50,5,180,17*,4600,10,either
05/09/21,19,55,49,0,0,17*,4600,10,either
05/09/21,20,15,47,0,0,17*,7500,10,either
05/10/21, 6,35,35,5,270,0*,9000,10,either
05/10/21, 6,55,37,6,270,0*,9000,10,
05/10/21, 7,15,39,6,290,0*,9000*,10,
05/10/21, 7,35,40,3,280,0*,5500,10,either
05/10/21, 7,55,41,5,300,0*,5500,10,either
05/10/21, 8,15,41,5,290,0*,8000,10,either
05/10/21, 8,35,41,5,290,0*,6000,10,either
05/10/21, 8,55,42,0,0,0*,6000,10,either
05/10/21, 9,55,46,5,350,17,7000,10,either
05/10/21,13,55,52,15,280,21,4600,10,
05/10/21,15,55,51,10,280,17,6000,10,
05/10/21,17,15,54,15,270,20,6000,10,
05/10/21,20,15,49,10,290,17,7000,10,
05/11/21, 9,35,46,15,290,20,3700,10,
05/11/21,12,15,49,17,300,23,5000,10,
05/12/21, 6,55,39,3,290,0*,7500*,10,either
05/12/21, 7,15,41,3,320,0*,7500*,10,either
05/12/21, 7,35,43,3,330,0*,7500*,10,either
05/12/21, 7,55,45,5,340,0*,7500*,10,either
05/12/21, 8,55,51,9,320,0*,7500*,10,either
05/12/21, 9,15,52,5,20,0*,7500*,10,either
05/12/21,10,15,55,3,50,0*,7500*,10,either
05/12/21,12,55,59,3,210,17*,6500,10,either
05/12/21,13,15,58,3,40,17*,6500,10,either
05/12/21,14,55,62,0,0,16*,7500,10,either
05/12/21,15,35,62,5,320,18*,7500*,10,either
05/12/21,16,15,62,5,60,16*,8500,10,either
05/12/21,17,15,60,5,70,16*,8500*,10,either
05/12/21,18,35,60,0,0,17*,8500*,10,either
05/12/21,18,55,59,5,350,17*,8500*,10,either
05/12/21,19,15,59,0,0,17*,9500,10,either
05/12/21,19,35,58,0,0,17*,9500,10,either
05/12/21,19,55,56,0,0,17*,9500*,10,either
05/12/21,20,15,54,0,0,17*,9500*,10,either
05/13/21, 4,55,35,0,0,17*,9500*,10,either
05/13/21, 5,15,35,0,0,17*,9500*,10,either
05/13/21, 6,15,36,0,0,17*,9500*,10,either
05/13/21, 6,35,39,0,0,17*,9500*,10,either
05/13/21, 6,55,43,0,0,17*,9500*,10,either
05/13/21, 7,15,47,0,0,17*,9500*,10,either
05/13/21, 7,35,49,3,340,17*,9500*,10,either
05/13/21, 9,35,61,3,330,17*,9500*,10,either
05/13/21,10,35,62,3,240,17*,9500*,10,either
05/13/21,11,15,62,0,0,16*,9500*,10,either
05/13/21,12,35,64,5,330,18,9500*,10,either
05/13/21,12,55,64,5,270,18*,9500*,10,either
05/13/21,13,15,65,5,330,18*,9500*,10,either
05/13/21,13,35,66,5,340,18*,9500*,10,either
05/13/21,14,15,64,0,0,18*,9500*,10,either
05/13/21,14,35,65,3,340,18*,9500*,10,either
05/13/21,14,55,66,3,310,18*,9500*,10,either
05/13/21,15,35,66,0,0,0,9500*,10,either
05/13/21,15,55,66,0,0,0*,9500*,10,either
05/13/21,16,15,66,5,330,0*,9500*,10,either
05/13/21,16,35,67,3,220,16,9500*,10,either
05/13/21,16,55,65,0,0,16*,9500*,10,either
05/13/21,17,35,66,5,320,18*,9500*,10,either
05/13/21,17,55,65,0,0,18*,9500*,10,either
05/13/21,18,35,64,5,330,18*,9500*,10,either
05/13/21,18,55,64,3,310,18*,9500*,10,either
05/13/21,19,15,61,0,0,18*,9500*,10,either
05/13/21,19,35,63,0,0,18*,9500*,10,either
05/13/21,19,55,61,0,0,18*,9500*,10,either
05/13/21,20,15,55,0,0,18*,9500*,10,either
05/14/21, 5,15,35,0,0,18*,9500*,10,either
05/14/21, 5,35,35,0,0,18*,9500*,10,either
05/14/21, 5,55,35,0,0,18*,9500*,10,either
05/14/21, 6,15,36,0,0,18*,9500*,10,either
05/14/21, 6,35,40,0,0,18*,9500*,10,either
05/14/21, 6,55,44,0,0,18*,9500*,10,either
05/14/21, 7,15,48,5,20,18*,9500*,10,either
05/14/21, 7,35,51,3,280,18*,9500*,10,either
05/14/21, 9,15,61,0,0,18*,9500*,10,either
05/14/21, 9,55,64,0,0,18*,9500*,10,either
05/14/21,10,15,65,0,0,0,9500*,10,either
05/14/21,10,35,65,0,0,0*,9500*,10,either
05/14/21,10,55,66,5,270,0*,9500*,10,either
05/14/21,11,15,66,8,280,0*,9500*,10,
05/14/21,11,35,65,0,0,0*,9500*,10,either
05/14/21,11,55,67,5,180,0*,9500*,10,either
05/14/21,12,15,67,0,0,0*,9500*,10,either
05/14/21,12,35,68,5,150,0*,10000,10,either
05/14/21,12,55,69,0,0,0*,10000,10,either
05/14/21,13,15,68,7,260,0*,10000*,10,
05/14/21,13,35,69,0,0,0*,10000*,10,either
05/14/21,13,55,68,3,270,0*,10000*,10,either
05/14/21,14,15,69,0,0,0,10000*,10,either
05/14/21,14,35,69,0,0,0*,10000*,10,either
05/14/21,14,55,70,5,170,0*,10000*,10,either
05/14/21,15,15,69,3,330,0*,10000*,10,either
05/14/21,15,35,67,3,350,0*,10000*,10,either
05/14/21,15,55,69,0,0,0*,11000,10,either
05/14/21,17,35,69,7,300,0*,11000*,10,
05/14/21,18,35,68,5,70,0*,11000*,10,either
05/14/21,18,55,68,5,90,0*,11000*,10,either
05/14/21,19,15,67,5,80,0*,11000*,10,either
05/14/21,19,35,65,3,70,0*,11000*,10,either
05/14/21,19,55,62,0,0,0*,11000,10,either
05/14/21,20,15,59,0,0,0*,11000,10,either
05/15/21, 4,55,38,0,0,0*,11000*,10,either
05/15/21, 5,15,39,0,0,0*,11000*,10,either
05/15/21, 5,35,39,0,0,0*,11000*,10,either
05/15/21, 5,55,39,0,0,0*,11000*,10,either
05/15/21, 6,15,42,0,0,0*,11000*,10,either
05/15/21, 6,35,43,0,0,0*,11000*,10,either
05/15/21, 6,55,46,3,80,0*,11000*,10,either
05/15/21, 7,15,48,0,0,0*,11000*,10,either
05/15/21, 7,35,52,0,0,0*,11000*,10,either
05/15/21, 7,55,55,0,0,0*,10000,10,either
05/15/21, 8,15,58,3,210,0*,10000,10,either
05/15/21, 8,35,60,0,0,0*,10000*,10,either
05/15/21, 8,55,63,0,0,0*,10000*,10,either
05/15/21, 9,15,65,3,250,0*,10000*,10,either
05/15/21, 9,35,66,3,180,0*,10000*,10,either
05/15/21, 9,55,67,0,0,0*,10000*,10,either
05/15/21,10,15,68,5,330,0*,10000*,10,either
05/15/21,10,35,69,5,340,18,10000*,10,either
05/15/21,12,55,70,3,340,18*,10000,10,either
05/15/21,13,42,68,5,260,18*,10000,10,either
05/15/21,14,55,69,5,270,18*,10000,10,either
05/15/21,18,15,65,5,220,16*,10000,10,either
05/15/21,19,15,64,5,220,16,6000,10,either
05/15/21,19,35,62,0,0,16*,6000,10,either
05/15/21,19,55,59,0,0,16*,5500,10,either
05/15/21,20,15,58,5,20,17,5500,10,either
05/16/21, 5,55,50,5,100,17*,6500,10,either
05/16/21, 6,15,50,0,0,17*,6500,10,either
05/16/21, 6,35,51,0,0,17*,6500,10,either
05/16/21, 6,55,51,5,110,17*,6500,10,either
05/16/21, 7,15,51,0,0,17*,6500,10,either
05/16/21,12,55,65,3,130,16,7000,10,either
05/16/21,14,55,66,0,0,0,6000,10,either
05/16/21,15,15,66,0,0,0*,6000,10,either
05/16/21,16,15,67,3,150,0*,6500,10,either
05/16/21,16,35,67,0,0,0*,10000,10,either
05/16/21,16,55,69,5,130,0*,10000,10,either
05/16/21,17,15,68,0,0,0*,10000,10,either
05/16/21,17,35,68,3,140,0*,10000,10,either
05/16/21,17,55,67,0,0,0*,10000,10,either
05/16/21,18,15,67,5,110,0*,10000,10,either
05/16/21,18,35,67,0,0,0,10000*,10,either
05/16/21,18,55,67,0,0,0*,10000*,10,either
05/16/21,19,15,66,5,150,0*,10000*,10,either
05/16/21,19,35,65,3,130,0*,10000*,10,either
05/17/21, 4,55,50,7,130,0*,7220,10,
05/17/21, 5,35,51,3,150,0*,7220,10,either
05/17/21, 5,55,51,5,140,0*,7220,10,either
05/17/21, 8,35,62,5,170,0*,7220,10,either
05/17/21, 8,55,64,3,150,0*,7220,10,either
05/17/21, 9,15,65,3,170,0*,7220,10,either
05/17/21, 9,35,67,0,0,0*,7220,10,either
05/17/21,11,35,71,5,170,17*,6000,10,either
05/17/21,14,55,75,5,220,21*,7220,10,either
05/17/21,16,35,75,5,140,21*,9000,10,either
05/17/21,19,35,69,7,110,0,7000,10,
05/17/21,19,55,68,7,110,0*,7000,10,
05/17/21,20,15,65,5,120,0*,7000,10,either
05/18/21, 4,55,46,0,0,0*,7000*,5,either
05/18/21, 5,15,45,0,0,0,7000*,7,either
05/18/21, 5,35,45,0,0,0*,7000*,7,either
05/18/21, 5,55,47,0,0,0*,7000*,7,either
05/18/21, 6,15,47,0,0,0*,7000*,10,either
05/18/21, 6,35,49,0,0,0*,7000*,10,either
05/18/21, 6,55,53,0,0,0*,7000*,10,either
05/18/21, 7,15,57,7,90,0*,7000*,10,
05/18/21, 7,35,61,3,80,0*,7000*,10,either
05/18/21, 7,55,64,5,100,0*,7000*,10,either
05/18/21, 8,15,66,5,130,0*,7000*,10,either
05/18/21, 9,35,71,14,140,17,7000*,10,
05/18/21,16,55,78,15,130,17*,6500,10,
05/18/21,17,15,78,10,90,17*,6500,10,
05/18/21,17,55,77,10,100,17,6500,10,
05/18/21,18,15,76,11,100,17,6500,10,
05/18/21,18,35,75,11,110,17*,6500,10,
05/18/21,18,55,74,10,100,17*,6500,10,
05/18/21,19,15,74,13,110,17*,6500*,10,
05/18/21,19,35,73,11,100,17*,7500,10,
05/18/21,19,55,72,11,110,17*,7500,10,
05/19/21, 4,55,57,5,160,0*,7500*,10,either
05/19/21, 5,15,57,3,150,0*,7500*,10,either
05/19/21, 5,35,58,3,160,0*,7500*,10,either
05/19/21, 5,55,58,3,150,0*,7500*,10,either
05/19/21, 7,35,65,8,140,0*,7500*,10,
05/19/21,15,15,79,3,210,21*,6500,10,either
05/19/21,15,35,78,0,0,21*,7000,10,either
05/19/21,16,15,80,5,210,21*,10000,10,either
05/19/21,17,35,76,0,0,21*,5500,10,either
05/19/21,19,55,72,3,140,21*,11000,10,either
05/19/21,20,15,71,3,150,21*,11000*,10,either
05/20/21, 4,55,62,0,0,0,12000,10,either
05/20/21, 5,15,62,0,0,0*,10000,10,either
05/20/21, 5,35,63,3,150,0*,10000,10,either
05/20/21, 5,55,64,3,150,0*,10000,10,either
05/20/21, 6,15,64,3,150,0*,11000,10,either
05/20/21, 6,35,65,5,140,0*,11000,10,either
05/20/21, 7,15,67,7,110,0*,11000,10,
05/20/21, 7,35,68,8,120,0*,11000,10,
05/20/21, 7,55,69,7,130,0*,11000,10,
05/20/21, 8,15,70,8,140,0*,11000,10,
05/20/21,12,15,84,3,160,18,5500,10,either
05/20/21,16,35,85,3,180,20*,7000,10,either
05/20/21,18,35,83,5,150,17*,10000,10,either
05/20/21,18,55,82,3,140,17*,7500,10,either
05/20/21,19,15,81,3,140,17*,7500,10,either
05/20/21,19,35,80,3,140,17*,8500,10,either
05/20/21,19,55,77,0,0,0,8500,10,either
05/20/21,20,15,76,0,0,0*,8500*,10,either
05/21/21, 4,55,64,0,0,0,9000*,10,either
05/21/21, 5,15,63,0,0,0,9000*,10,either
05/21/21, 5,35,62,0,0,0,9000*,10,either
05/21/21, 5,55,63,0,0,0,9000*,10,either
05/21/21, 6,15,64,0,0,0*,9000*,10,either
05/21/21, 6,35,66,0,0,0*,9000*,10,either
05/21/21, 6,55,68,5,110,0*,9000*,10,either
05/21/21, 7,15,71,0,0,0*,9000*,10,either
05/21/21, 7,35,73,3,210,0*,9000*,10,either
05/21/21, 9,15,79,7,250,0*,6500*,10,
05/21/21, 9,35,81,8,240,0,6500*,10,
05/21/21, 9,55,82,8,240,0*,6500*,10,
05/21/21,13,35,86,10,280,17,7500,10,
05/21/21,17,15,85,3,150,16*,8000*,10,either
05/21/21,18,35,83,5,250,16*,8000*,10,either
05/21/21,18,55,82,3,240,16*,8000*,10,either
05/21/21,19,35,80,0,0,0,8000*,10,either
05/21/21,19,55,79,0,0,0,8000*,10,either
05/21/21,20,15,77,0,0,0,8000*,10,either
05/22/21, 4,55,67,5,90,0*,8000*,10,either
05/22/21, 5,15,67,3,150,0*,8000*,10,either
05/22/21, 5,35,66,5,350,0*,10000,10,either
05/22/21, 5,55,66,5,120,0*,5500,10,either
05/22/21, 6,15,65,0,0,0*,11000,10,either
05/22/21, 6,35,65,5,110,0*,11000*,10,either
05/22/21, 6,55,67,5,100,0*,9500,10,either
05/22/21, 7,15,67,5,170,0*,9500,10,either
05/22/21, 7,55,69,3,230,0*,8000,10,either
05/22/21, 8,15,70,3,260,0*,8000,10,either
05/22/21, 8,55,71,7,260,0*,7000,10,
05/22/21, 9,15,70,3,240,0*,7000,10,either
05/22/21, 9,35,70,3,230,0*,5000,10,either
05/22/21, 9,55,69,3,230,0*,5000,10,either
05/22/21,10,15,70,5,190,0*,7000,10,either
05/22/21,10,35,71,3,220,0*,7000,10,either
05/22/21,11,15,75,3,230,0*,7000,10,either
05/22/21,11,35,78,7,260,0,7000,10,
05/22/21,11,55,80,7,260,0*,6000,10,
05/22/21,15,15,85,14,290,17,5500,10,
05/22/21,16,15,85,15,290,23,6000,10,
05/22/21,16,55,84,13,310,17,6000,10,
05/22/21,19,15,80,5,300,18*,6000*,10,either
05/23/21, 4,55,69,7,260,0*,7000,10,
05/23/21, 5,35,69,6,270,0*,7000,10,
05/23/21, 5,55,70,5,270,0*,7000,10,either
05/23/21, 6,15,70,5,270,0*,7000,10,either
05/23/21, 6,35,70,6,280,0*,7000,10,
05/23/21, 6,55,71,9,270,0,7000,10,
05/23/21, 7,15,71,9,280,0*,7000,10,
05/23/21, 7,35,71,7,270,0*,7000,10,
05/23/21, 7,55,73,8,280,0*,7000,10,
05/23/21, 8,15,74,9,290,0*,7000,10,
05/23/21, 8,35,74,10,290,0*,7000,10,
05/23/21, 8,55,76,9,290,0*,7000,10,
05/23/21, 9,15,78,7,280,0*,7000*,10,
05/23/21, 9,35,79,8,280,0*,7000,10,
05/23/21,10,35,82,10,280,17,3600,10,
05/23/21,11,35,81,3,340,16*,3900,10,either
05/23/21,13,35,81,10,300,16,8000,10,
05/23/21,14,55,72,10,290,16,3100,5,
05/23/21,15,35,73,11,290,16,3400,10,
05/24/21,12,35,76,3,270,16*,2300,10,either
05/24/21,13,15,77,3,320,16*,2700,10,either
05/24/21,13,35,79,0,0,0,2700,10,either
05/24/21,13,55,78,0,0,0,3100,10,either
05/24/21,14,15,80,0,0,0,3300,10,either
05/24/21,14,35,78,0,0,0,3300,10,either
05/24/21,14,55,81,0,0,0*,3500,10,either
05/24/21,15,15,80,3,270,0*,4700,10,either
05/24/21,16,15,77,9,90,0*,7500*,10,
05/24/21,16,35,77,11,100,0*,7500*,10,
05/24/21,16,55,77,5,110,0*,7500*,10,either
05/24/21,17,35,79,5,130,16*,6000,10,either
05/24/21,17,55,78,3,120,16*,6000*,10,either
05/24/21,18,15,78,5,140,16*,6000*,10,either
05/24/21,18,55,78,3,120,16*,6000*,10,either
05/24/21,19,15,77,3,120,16*,6000*,10,either
05/24/21,19,35,76,0,0,16*,6000*,10,either
05/24/21,19,55,75,3,110,16*,6000*,10,either
05/24/21,20,15,74,0,0,16*,6000*,10,either
05/24/21,20,35,73,3,130,16*,6000*,10,either
05/25/21, 6,15,69,3,150,0*,9000*,10,either
05/25/21, 6,35,69,5,140,0*,9000*,10,either
05/25/21, 6,55,70,3,200,0*,9000,10,either
05/25/21, 7,15,71,5,210,0*,8000,10,either
05/25/21, 7,35,71,5,210,0*,8000,10,either
05/25/21, 7,55,71,5,220,0*,7500,10,either
05/25/21,18,35,82,13,260,17,7500,10,
05/25/21,19,55,79,3,210,17*,11000*,10,either
05/25/21,20,15,78,0,0,0,9500,10,either
05/25/21,20,35,77,0,0,0,9500,10,either
05/26/21, 5,35,68,13,270,17,2000,10,
05/26/21, 7,15,62,0,0,17*,7000,10,either
05/26/21, 7,35,62,5,150,17*,8500,10,either
05/26/21, 7,55,63,5,160,17*,7000,10,either
05/26/21, 8,15,63,0,0,17*,3600,10,either
05/26/21,13,35,74,17,280,23,2800,10,
05/26/21,16,55,74,15,300,23,3400*,10,
05/26/21,17,35,73,15,270,22,3400*,10,
05/26/21,17,55,73,15,290,21,3400*,10,
05/26/21,19,15,70,11,300,16,3400*,10,
05/26/21,20,35,65,5,310,22*,3400*,10,either
05/27/21, 4,35,43,3,350,16*,3400*,10,either
05/27/21, 4,55,43,5,350,16*,3400*,10,either
05/27/21, 5,15,42,0,0,16*,3400*,10,either
05/27/21, 5,35,42,3,350,16*,3400*,10,either
05/27/21, 5,55,42,5,350,16*,3400*,10,either
05/27/21, 6,15,43,5,350,16*,3400*,10,either
05/27/21, 6,35,44,0,0,16*,3400*,10,either
05/27/21, 8,35,49,5,60,18*,3400*,10,either
05/27/21, 9,35,51,5,360,18*,3400*,10,either
05/27/21, 9,55,52,3,50,18*,3400*,10,either
05/27/21,10,15,54,3,30,18*,3400*,10,either
05/27/21,10,35,54,3,80,18*,3400*,10,either
05/27/21,12,55,61,3,30,18*,11000,10,either
05/29/21, 4,55,38,5,10,17*,3400*,10,either
05/29/21, 5,35,38,3,10,17*,3400*,10,either
05/29/21, 6,15,38,5,20,17*,3400*,10,either
05/29/21, 6,35,39,5,20,17*,3400*,10,either
05/30/21, 4,35,36,0,0,0*,3400*,10,either
05/30/21, 4,55,36,0,0,0*,3400*,10,either
05/30/21, 5,15,35,0,0,0*,3400*,10,either
05/30/21, 5,35,35,0,0,0*,3400*,10,either
05/30/21, 5,55,36,9,90,0*,3400*,10,
05/30/21, 6,15,37,0,0,0*,3400*,10,either
05/30/21, 6,35,40,0,0,0*,3400*,10,either
05/30/21, 6,55,43,0,0,0*,3400*,10,either
05/30/21, 7,15,46,5,330,0*,3400*,10,either
05/30/21, 7,55,49,5,40,0*,3400*,10,either
05/30/21, 8,15,51,3,100,0*,3400*,10,either
05/30/21, 8,35,53,3,40,0*,3400*,10,either
05/30/21, 8,55,54,0,0,0*,3400*,10,either
05/30/21, 9,15,56,5,60,0*,3400*,10,either
05/30/21, 9,35,57,5,40,0*,3400*,10,either
05/30/21, 9,55,60,6,270,0*,3400*,10,
05/30/21,10,15,61,0,0,0*,3400*,10,either
05/30/21,10,35,60,3,80,0*,3400*,10,either
05/30/21,11,15,61,3,210,0*,3400*,10,either
05/30/21,11,35,64,0,0,0*,3400*,10,either
05/30/21,11,55,62,0,0,0*,3400*,10,either
05/30/21,12,35,64,7,70,0*,3400*,10,
05/30/21,13,15,64,0,0,0*,3400*,10,either
05/30/21,14,15,65,3,350,16*,3400*,10,either
05/30/21,14,35,66,5,110,16*,3400*,10,either
05/30/21,14,55,66,0,0,16*,3400*,10,either
05/30/21,15,15,66,3,350,16*,3400*,10,either
05/30/21,15,35,66,5,90,16*,3400*,10,either
05/30/21,15,55,66,0,0,16*,3400*,10,either
05/30/21,16,15,66,0,0,16*,3400*,10,either
05/30/21,16,35,66,0,0,16*,3400*,10,either
05/30/21,16,55,67,3,290,16*,3400*,10,either
05/30/21,17,15,67,0,0,16*,3400*,10,either
05/30/21,17,35,66,0,0,16*,3400*,10,either
05/30/21,17,55,67,0,0,16*,3400*,10,either
05/30/21,18,15,67,0,0,16*,7220,10,either
05/30/21,18,55,66,0,0,16*,7220,10,either
05/30/21,19,15,65,5,10,16*,7220*,10,either
05/30/21,19,35,65,0,0,16*,7220*,10,either
05/30/21,19,55,63,0,0,16*,7220*,10,either
05/30/21,20,15,60,0,0,16*,7220*,10,either
05/30/21,20,35,57,5,360,16*,7220*,10,either
05/31/21, 5,15,49,0,0,16*,7220*,10,either
05/31/21, 7,15,53,0,0,0,7220*,10,either
05/31/21, 7,35,54,0,0,0*,7220*,10,either
05/31/21, 7,55,55,3,220,0*,7220*,10,either
05/31/21, 8,15,56,5,220,0*,7220*,10,either
05/31/21, 8,35,58,5,230,0*,7220*,10,either
05/31/21, 8,55,60,0,0,0*,7220*,10,either
05/31/21,10,35,65,7,250,0*,7220*,10,
05/31/21,11,15,68,5,240,17*,7220*,10,either
05/31/21,16,55,67,5,240,18*,6000*,10,either
05/31/21,17,15,67,5,260,18*,6000*,10,either
05/31/21,17,35,67,5,280,18*,6000*,10,either
05/31/21,18,55,66,3,110,18*,12000,10,either
05/31/21,19,15,65,0,0,18*,11000,10,either
05/31/21,19,35,64,0,0,18*,12000,10,either
05/31/21,19,55,63,0,0,18*,12000,10,either
05/31/21,20,15,63,0,0,18*,12000,10,either
05/31/21,20,35,62,0,0,18*,5000,10,either
06/01/21, 5,15,47,0,0,0*,12000*,10,either
06/01/21, 5,35,47,8,110,0*,12000*,10,
06/01/21, 5,55,48,7,110,0*,12000*,10,
06/01/21, 6,15,50,7,110,0*,12000*,10,
06/01/21, 6,35,53,5,130,0*,12000*,7,either
06/01/21, 7,35,59,0,0,0*,12000*,10,either
06/01/21, 7,55,62,0,0,0,12000*,10,either
06/01/21, 8,15,63,0,0,0*,12000*,10,either
06/01/21, 8,35,64,3,290,0*,12000*,10,either
06/01/21, 8,55,66,3,280,0*,12000*,10,either
06/01/21, 9,15,67,5,330,0*,12000*,10,either
06/01/21, 9,35,68,5,250,0*,12000*,10,either
06/01/21, 9,55,68,5,360,0*,12000*,10,either
06/01/21,10,35,69,7,270,0*,12000*,10,
06/01/21,10,55,70,8,280,0*,12000*,10,
06/01/21,11,15,71,8,290,0*,12000*,10,
06/01/21,13,15,73,5,250,22*,5500*,10,either
06/01/21,14,35,72,5,250,22*,6000,10,either
06/01/21,14,55,74,3,250,22*,6000,10,either
06/01/21,15,55,73,5,240,22*,7000,10,either
06/01/21,16,55,75,3,250,22*,7000,10,either
06/01/21,17,35,74,5,130,22*,7000*,10,either
06/01/21,18,15,74,3,240,22*,7500,10,either
06/01/21,18,35,74,0,0,22*,7500,10,either
06/01/21,18,55,73,3,190,22*,7500*,10,either
06/01/21,20,35,65,0,0,0,7500*,10,either
06/02/21, 4,35,49,3,110,0*,7500*,10,either
06/02/21, 4,55,50,0,0,0,7500*,10,either
06/02/21, 5,15,49,0,0,0*,7500*,10,either
06/02/21, 5,55,50,0,0,0*,7500*,10,either
06/02/21, 6,15,51,3,30,0*,8000,10,either
06/02/21, 6,35,53,0,0,0*,8000*,10,either
06/02/21, 6,55,54,5,40,0*,8000*,10,either
06/02/21, 7,15,57,0,0,0*,7500,10,either
06/02/21, 7,35,60,0,0,0*,7500,10,either
