JEWETT FLD AP (MI),54822,,Lat: 42.5658,Lon: -84.4331,Elev: 922 ft,,,
Date,Hr,Min,Temp (F),Wind Spd (mph),Wind Direction (deg),Peak WindGust(mph),Low Cloud Ht (ft),Visibility (mi)
04/26/21,17,35,54,14,120,17,7220,10,
04/26/21,17,55,54,15,120,22,7220,10,
04/26/21,18,15,54,11,110,20,7220,10,
04/26/21,18,35,54,13,120,23,7220,10,
04/26/21,18,55,53,15,120,21,7220,10,
04/26/21,19,15,53,14,130,21*,7220,10,
04/26/21,19,35,52,11,120,20,7220,10,
04/26/21,19,55,52,9,120,17,7220,10,
04/27/21, 5,15,47,6,130,17*,9000,10,
04/27/21, 5,35,48,5,140,17*,9000,10,
04/27/21, 5,55,50,3,180,17*,9000,10,
04/27/21, 6,15,51,5,190,17*,7000,10,
04/27/21, 6,35,53,6,210,17*,7000,10,
04/27/21, 6,55,54,5,210,17*,7000,10,
04/27/21, 7,15,55,5,220,17*,7000,10,
04/27/21, 7,35,59,7,230,17*,7000,10,
04/27/21, 7,55,61,7,220,17*,7000,10,
04/27/21, 8,15,63,8,240,0,7220,10,
04/27/21, 8,35,65,8,230,0*,7220,10,
04/27/21, 8,55,66,10,230,17,7220,5,
04/27/21, 9,15,66,10,230,17,7220,10,
04/27/21, 9,35,68,8,230,17*,7220,10,
04/27/21, 9,55,69,10,210,20,7220,10,
04/27/21,10,15,69,9,270,20*,7220,10,
04/27/21,10,35,70,6,260,20*,7220,10,
04/27/21,10,55,71,6,240,20*,7220,10,
04/27/21,11,15,72,7,240,20*,7220,10,
04/27/21,11,35,72,7,210,20*,7220,10,
04/27/21,11,55,73,7,180,20*,7220,10,
04/27/21,12,15,73,7,240,0,7220,10,
04/27/21,12,35,73,7,230,0*,7220,10,
04/27/21,12,55,74,6,220,16,7220,10,
04/27/21,13,15,76,6,210,16,7220,10,
04/27/21,13,35,76,7,220,16*,8000,10,
04/27/21,13,55,77,7,210,16*,8000,10,
04/27/21,14,15,78,6,220,16*,7220,10,
04/27/21,14,35,78,6,210,16,7220,10,
04/27/21,14,55,79,9,240,16*,7220,10,
04/27/21,15,15,79,8,220,18,7220,10,
04/27/21,15,35,79,8,200,18*,7220,10,
04/27/21,15,55,80,10,220,20,7220,10,
04/27/21,16,15,80,13,230,20,7220,10,
04/27/21,16,35,80,10,240,21,7220,10,
04/27/21,16,55,80,10,240,21*,7220*,10,
04/27/21,17,15,79,8,230,21*,7000,10,
04/27/21,17,35,79,5,240,21*,7000,10,
04/27/21,17,55,79,6,240,21*,7000,10,
04/27/21,18,15,80,5,240,21*,7000,10,
04/27/21,18,35,80,6,240,21*,7000*,10,
04/27/21,18,55,79,0,0,21*,7500,10,
04/27/21,19,15,77,6,310,21*,6500,10,
04/27/21,19,35,72,13,360,21,6500,10,
04/27/21,19,55,71,13,10,21*,6500,10,
04/28/21, 5,15,67,6,200,21*,6000*,10,
04/28/21, 5,35,67,5,230,21*,11000,10,
04/28/21, 5,55,67,7,240,21*,11000*,10,
04/28/21, 6,15,67,8,240,0,11000*,10,
04/28/21, 6,35,67,8,250,0*,11000*,10,
04/28/21, 6,55,67,8,270,0*,11000*,10,
04/28/21, 7,15,67,6,280,0*,11000*,10,
04/28/21, 7,35,66,6,290,0*,11000,10,
04/28/21, 7,55,66,5,250,0*,10000,10,
04/28/21, 8,15,65,5,130,0*,10000,10,
04/28/21, 8,33,64,6,110,0*,10000,10,
04/28/21,11,15,69,15,240,21,2800,10,
04/28/21,11,35,68,14,240,22,2600,10,
04/28/21,11,55,67,10,240,18,2400,10,
04/28/21,12,15,67,13,250,22,2000,10,
04/28/21,13,15,71,9,270,20,2200,10,
04/28/21,13,35,72,10,250,18,2400,10,
04/28/21,13,55,72,15,280,31,2600,10,
04/28/21,14,15,69,15,280,23,2800,10,
04/28/21,14,35,67,16,320,23,2800,10,
04/28/21,15,15,65,9,260,23*,2100,10,
04/28/21,15,35,65,10,260,17,2500,10,
04/28/21,15,55,65,7,240,21,2700,10,
04/28/21,16,15,64,14,270,20,3100,10,
04/28/21,16,35,64,10,260,20,3300,10,
04/28/21,16,55,63,11,280,20,3300,10,
04/28/21,17,15,63,16,270,20*,4700,10,
04/28/21,17,35,62,11,280,17,4900,10,
04/28/21,17,55,62,7,330,16,2900,10,
04/28/21,18,15,62,5,240,16*,3800,10,
04/28/21,18,35,61,5,230,16*,3800,10,
04/28/21,18,55,61,5,330,16*,4200,10,
04/28/21,19,15,60,3,230,16*,4200,10,
04/28/21,19,35,60,3,270,16*,4200,10,
04/28/21,19,55,60,5,260,16*,4000,10,
04/29/21,19,15,52,5,260,0*,2500,7,
04/29/21,19,35,51,8,270,0*,2300,7,
04/29/21,19,55,49,9,270,0*,2300*,7,
04/30/21, 5,15,42,5,270,0*,7000,10,
04/30/21, 5,35,42,3,300,0*,7000,10,
04/30/21, 5,55,43,5,250,0*,12000,10,
04/30/21, 6,12,43,7,260,0*,6500,10,
04/30/21, 6,35,43,6,280,0*,6500,10,
04/30/21, 6,55,43,9,280,0*,4300,10,
04/30/21, 7,15,43,5,320,0*,3600,10,
04/30/21, 7,35,43,7,310,0*,2000,10,
04/30/21, 9,55,46,17,330,21,2100,10,
04/30/21,10,15,46,14,330,22,2800,10,
04/30/21,10,35,48,21,330,24,2800,10,
04/30/21,10,55,49,17,330,28,3500,10,
04/30/21,11,15,49,17,330,25,4500,10,
04/30/21,11,35,48,18,310,25,4300,10,
04/30/21,11,55,49,21,310,28,4500,10,
04/30/21,12,15,50,20,330,25,4900,10,
04/30/21,12,35,50,16,340,29,4700,10,
04/30/21,12,55,50,16,330,25,5000,10,
04/30/21,13,15,52,22,320,26,5000,10,
04/30/21,13,35,52,15,340,24,5000,10,
04/30/21,13,55,51,17,320,29,5000,10,
04/30/21,14,15,52,15,310,30,6000,10,
04/30/21,14,35,53,15,340,29,6000*,10,
04/30/21,14,55,54,17,340,21,6000*,10,
04/30/21,15,15,54,16,350,26,7000,10,
04/30/21,15,35,54,15,310,30,7000*,10,
04/30/21,15,55,54,15,330,28,7000*,10,
04/30/21,16,15,54,15,350,23,7000*,10,
04/30/21,16,35,54,17,310,28,7000*,10,
04/30/21,16,55,54,17,330,26,7000*,10,
04/30/21,17,15,54,16,310,20,7000*,10,
04/30/21,17,35,53,17,320,23,7000*,10,
04/30/21,17,55,53,13,340,23*,7220,10,
04/30/21,18,15,52,10,300,25,7220,10,
04/30/21,18,35,51,15,330,22,7220,10,
04/30/21,18,55,50,13,340,20,7220,10,
04/30/21,19,15,49,14,300,23,7220,10,
04/30/21,19,35,49,13,310,20,7220,10,
04/30/21,19,55,47,10,310,20*,7220,10,
05/01/21, 6,55,36,5,200,20*,7220,10,
05/01/21, 7,15,38,10,190,20*,7220,10,
05/01/21, 7,35,41,9,180,20*,7220,10,
05/01/21, 7,55,44,9,160,20*,7220,10,
05/01/21, 8,15,46,11,160,18,7220,10,
05/01/21, 8,35,47,13,150,21,11000,10,
05/01/21, 8,55,49,15,150,20,11000,10,
05/01/21, 9,15,51,10,160,21,7220,10,
05/01/21, 9,35,52,10,160,22,7220,10,
05/01/21, 9,55,53,16,170,23,7220,10,
05/01/21,10,15,54,13,170,23,7220,10,
05/01/21,10,35,56,9,200,21,9500,10,
05/01/21,10,55,56,11,200,24,7220,10,
05/01/21,11,15,56,8,200,16,7220,10,
05/01/21,11,35,58,8,200,20,7220,10,
05/01/21,11,55,59,14,170,22,7220,10,
05/01/21,12,15,59,11,170,20,7220,10,
05/01/21,12,35,60,10,190,23,7220,10,
05/01/21,12,55,60,9,190,20,7220,10,
05/01/21,13,15,61,9,190,20,12000,10,
05/01/21,13,35,62,16,170,23,12000,10,
05/01/21,13,55,60,7,190,18,12000,10,
05/01/21,14,15,62,9,190,22,12000,10,
05/01/21,14,35,62,10,200,24,9000,10,
05/01/21,14,55,65,14,180,23,7220,10,
05/01/21,15,15,65,11,190,20,7220,10,
05/01/21,15,35,66,10,180,21,12000,10,
05/01/21,15,55,66,10,190,21,12000,10,
05/01/21,16,15,66,10,180,22,12000,10,
05/01/21,16,35,68,15,220,28,7220,10,
05/01/21,16,55,69,9,190,22,7220*,10,
05/01/21,17,15,69,13,210,20,7220*,10,
05/01/21,17,35,69,11,240,28,7220*,10,
05/01/21,17,55,69,14,230,22,7220*,10,
05/01/21,18,15,69,11,230,21,7220*,10,
05/01/21,18,35,70,9,230,18,7220*,10,
05/01/21,18,55,69,11,220,18,7220*,10,
05/01/21,19,15,69,9,220,18,7220*,10,
05/01/21,19,35,68,10,220,18*,7220*,10,
05/01/21,19,55,67,6,190,0,7220*,10,
05/02/21, 5,15,63,8,230,18,12000*,10,
05/02/21, 5,35,63,8,230,18*,12000*,10,
05/02/21, 5,55,63,7,220,17,12000*,10,
05/02/21, 6,15,63,9,220,16,12000*,10,
05/02/21, 6,35,62,6,230,16*,12000*,10,
05/02/21, 6,55,62,6,210,16*,12000*,10,
05/02/21, 7,15,63,10,230,16,12000*,10,
05/02/21, 7,35,64,10,230,16,12000*,10,
05/02/21, 7,55,66,11,230,21,12000*,10,
05/02/21, 8,15,66,13,230,21,12000*,10,
05/02/21, 8,35,68,9,240,18,12000*,10,
05/02/21, 8,55,68,13,240,18,12000*,10,
05/02/21, 9,15,69,14,250,22,12000*,10,
05/02/21, 9,35,70,11,240,21,12000*,10,
05/02/21, 9,55,72,11,260,18,12000*,10,
05/02/21,10,15,73,15,250,21,12000*,10,
05/02/21,10,35,74,14,240,22,12000*,10,
05/02/21,10,55,75,14,230,21,12000*,10,
05/02/21,11,15,75,10,260,16,12000*,10,
05/02/21,11,35,76,13,230,24,12000*,10,
05/02/21,11,55,77,9,240,23,12000*,10,
05/02/21,12,15,78,10,240,22,12000*,10,
05/02/21,12,35,79,10,240,24,5000,10,
05/02/21,12,55,79,13,230,23,5000,10,
05/02/21,13,15,80,9,250,21,5500,10,
05/02/21,13,35,80,10,220,23,5500,10,
05/02/21,13,55,80,13,240,25,5500,10,
05/02/21,14,15,80,13,250,24,5500,10,
05/02/21,14,35,81,11,240,22,5500,10,
05/02/21,14,55,79,15,240,21,6500,10,
05/02/21,15,15,81,9,250,20,6500,10,
05/02/21,15,35,80,11,230,20,6500,10,
05/02/21,15,55,80,11,230,22,6500,10,
05/02/21,16,15,80,9,220,21,6500,10,
05/02/21,16,35,79,10,230,18,7500,10,
05/02/21,16,55,79,11,240,20,7000,10,
05/02/21,17,15,80,11,220,23,7000,10,
05/02/21,17,35,79,14,230,20,7000,10,
05/02/21,17,55,79,8,230,28,8000,10,
05/02/21,18,15,79,10,230,22,8000,10,
05/02/21,18,35,78,7,220,22*,8000,10,
05/02/21,18,55,77,7,220,22*,8000,10,
05/02/21,19,15,76,6,200,22*,7000,10,
05/02/21,19,35,75,7,220,0,7000,10,
05/02/21,19,55,74,7,210,0,7000,10,
05/03/21, 5,15,56,6,180,0*,3700,10,
05/03/21, 5,35,56,7,190,0*,3900,7,
05/03/21, 5,55,56,6,170,0*,4100,10,
05/03/21, 6,15,56,10,180,0*,2500,10,
05/04/21,11,55,58,11,270,17,2100,10,
05/04/21,12,15,59,10,290,17,2100,10,
05/04/21,12,35,58,13,300,18,2100,10,
05/04/21,12,55,58,14,300,20,2300,10,
05/04/21,13,15,57,16,270,26,2300,10,
05/04/21,13,35,57,14,300,24,2100,10,
05/04/21,13,55,57,13,300,21,2100,10,
05/04/21,14,15,56,14,310,20,2100,10,
05/04/21,14,35,55,10,300,18,2100,10,
05/04/21,14,55,55,11,300,17,2100,10,
05/04/21,15,15,54,14,290,24,2100,10,
05/04/21,15,35,54,15,310,21,2100,10,
05/04/21,15,55,54,14,310,20,2100,10,
05/04/21,16,15,54,8,310,17,2100,10,
05/04/21,16,35,54,11,290,20,2300,10,
05/04/21,16,55,54,9,290,20*,2300,10,
05/04/21,17,15,54,10,290,20*,2500,10,
05/04/21,17,35,54,13,290,16,2500,10,
05/04/21,17,55,54,10,290,16*,2500,10,
05/04/21,18,15,53,11,290,16*,2500,10,
05/04/21,18,35,53,10,300,16*,2500,10,
05/04/21,18,55,53,6,310,16*,2600,10,
05/04/21,19,15,53,8,300,16*,2400,10,
05/04/21,19,35,53,11,310,17,2400,10,
05/04/21,19,55,52,11,320,17,2400,10,
05/05/21, 5,15,40,8,340,18*,2400,10,
05/05/21, 5,35,40,6,330,18*,2400,10,
05/05/21, 5,55,40,9,340,18*,2000,10,
05/05/21, 6,15,40,14,340,17,2000,10,
05/05/21, 6,35,40,11,340,18,2000,10,
05/05/21, 6,55,41,8,330,18*,2000,10,
05/05/21, 7,15,41,11,330,20,2000,10,
05/05/21, 7,35,42,11,320,17,2400,10,
05/05/21, 7,55,42,10,310,16,2400,10,
05/05/21, 8,15,43,10,320,16*,2400,10,
05/05/21, 8,35,44,11,300,16*,2600,10,
05/05/21, 8,55,44,13,310,20,2600,10,
05/05/21, 9,15,45,11,320,20,2600,10,
05/05/21, 9,35,46,11,320,17,2600,10,
05/05/21, 9,55,46,8,330,17*,2600,10,
05/05/21,10,15,46,13,330,20,2600,10,
05/05/21,10,35,46,11,340,18,2900,10,
05/05/21,10,55,46,9,340,17,2700,10,
05/05/21,11,15,47,14,320,18,2700,10,
05/05/21,11,35,47,11,320,17,3000,10,
05/05/21,11,55,47,10,330,17*,3200,10,
05/05/21,12,15,47,11,300,16,3000,10,
05/05/21,12,35,49,14,320,22,3400,10,
05/05/21,12,55,50,14,310,18,3500,10,
05/05/21,13,15,52,14,330,21,3400,10,
05/05/21,13,35,52,11,340,21,4000,10,
05/05/21,13,55,52,15,330,22,4200,10,
05/05/21,14,15,54,11,340,21,4600,10,
05/05/21,14,35,55,14,350,17,4700,10,
05/05/21,14,55,55,15,340,21,4900,10,
05/05/21,15,15,54,10,330,21,4900,10,
05/05/21,15,35,56,13,310,21,5500,10,
05/05/21,15,55,54,13,340,21,5000,10,
05/05/21,16,15,55,14,350,17,5000,10,
05/05/21,16,35,55,11,360,18,5000,10,
05/05/21,16,55,54,14,350,17,5000,10,
05/05/21,17,15,55,13,310,16,5000*,10,
05/05/21,17,35,55,11,350,16,5000*,10,
05/05/21,17,55,55,10,350,16*,6000,10,
05/05/21,18,15,55,11,350,20,6000,10,
05/05/21,18,35,54,13,360,17,6000,10,
05/05/21,18,55,54,10,340,17,6000,10,
05/05/21,19,15,53,11,360,17*,6000*,10,
05/05/21,19,35,51,3,330,17*,6000*,10,
05/05/21,19,55,50,6,360,17*,6000*,10,
05/06/21, 4,55,38,0,0,0*,9000,10,
05/06/21, 5,15,38,0,0,0*,9000,10,
05/06/21, 5,35,38,0,0,0*,7000,10,
05/06/21, 5,55,38,0,0,0,8000,10,
05/06/21, 6,15,38,0,0,0*,8000,10,
05/06/21, 6,35,39,0,0,0*,7000,10,
05/06/21, 6,55,41,0,0,0*,7000,10,
05/06/21, 7,15,44,0,0,0*,8000,10,
05/06/21, 7,35,45,3,130,0*,8000,10,
05/06/21, 7,55,47,5,140,0*,8000,10,
05/06/21, 8,15,47,0,0,0*,7000,10,
05/06/21, 8,35,47,0,0,0*,7000,10,
05/06/21, 8,55,48,3,150,0*,7000,10,
05/06/21, 9,15,48,0,0,0*,7000,10,
05/06/21, 9,35,48,0,0,0*,7000,10,
05/06/21, 9,55,48,6,170,0*,7000,10,
05/06/21,10,15,48,3,150,0*,7000,10,
05/06/21,10,35,49,0,0,0*,7000,10,
05/06/21,10,55,49,3,170,0*,4700,10,
05/06/21,11,15,49,5,280,0*,7000,10,
05/06/21,11,35,48,3,250,0*,7000,10,
05/06/21,11,55,48,5,290,0*,7000,10,
05/06/21,12,15,49,6,340,0*,7000,10,
05/06/21,12,35,49,5,330,0*,5000,10,
05/06/21,12,55,48,3,330,0*,3600,10,
05/06/21,13,15,47,6,360,0*,3600,10,
05/06/21,13,35,47,3,20,0*,4300,10,
05/06/21,13,55,46,5,30,0*,4300,10,
05/06/21,14,15,45,5,350,0*,4800,10,
05/06/21,14,35,45,5,360,0*,4300,10,
05/06/21,14,55,44,0,0,0*,3800,10,
05/06/21,15,15,44,3,360,0*,3600,10,
05/06/21,15,35,44,5,360,0*,3800,10,
05/06/21,15,55,44,3,40,0*,3500,7,
05/06/21,16,15,44,0,0,0*,3700,10,
05/06/21,16,35,44,0,0,0*,3800,10,
05/06/21,16,55,44,3,50,0*,3500,10,
05/06/21,17,15,44,3,40,0*,3300,10,
05/06/21,17,35,44,5,40,0*,3300,10,
05/06/21,17,55,44,3,50,0*,3400,10,
05/06/21,18,15,44,0,0,0*,3400,10,
05/06/21,18,35,44,0,0,0*,3400,10,
05/06/21,18,55,44,0,0,0*,3400,10,
05/06/21,19,15,43,0,0,0*,3000,10,
05/06/21,19,35,43,3,350,0*,3000,10,
05/06/21,19,55,43,0,0,0,2600,10,
05/07/21, 8,15,45,3,160,0*,4900,10,
05/07/21, 8,35,46,0,0,0*,4900,10,
05/07/21, 8,55,46,5,140,0*,4900*,10,
05/07/21, 9,15,47,3,150,0*,2000,10,
05/07/21, 9,35,48,6,150,0*,2000,10,
05/07/21, 9,55,49,7,140,0*,2200,10,
05/07/21,10,15,50,6,150,0*,2400,10,
05/07/21,10,35,50,6,210,0*,3000,10,
05/07/21,10,55,50,7,210,0*,3200,10,
05/07/21,11,15,50,7,240,0*,3400,10,
05/07/21,11,35,51,5,220,0*,6000,10,
05/07/21,11,55,52,9,230,0*,7000,10,
05/07/21,12,15,51,3,260,0*,3400,10,
05/07/21,12,35,51,7,250,0*,3500,10,
05/07/21,12,55,53,9,230,22,3300,10,
05/07/21,13,15,54,11,250,18,3200,10,
05/07/21,13,35,55,15,270,23,4100,10,
05/07/21,13,55,54,11,280,24,4500,10,
05/07/21,14,15,55,22,280,26,4600,10,
05/07/21,14,35,53,15,260,30,4400,10,
05/07/21,14,55,56,10,280,23,4800,10,
05/07/21,15,15,50,13,340,21,4600,10,
05/07/21,15,35,54,16,340,23,4400,10,
05/07/21,15,55,52,14,310,20,4800,10,
05/07/21,16,15,53,15,320,23,4800,10,
05/07/21,16,35,55,10,280,18,4400,10,
05/07/21,16,55,55,17,270,23,5500,10,
05/07/21,17,15,54,17,290,23,5000,10,
05/07/21,17,35,52,10,280,23,5000,10,
05/07/21,17,55,51,14,290,23,5000,10,
05/07/21,18,15,51,13,280,23,5000,10,
05/07/21,18,35,51,17,280,24,5000,10,
05/07/21,18,55,50,16,290,22,5000,10,
05/07/21,19,15,49,9,300,20,5000,10,
05/07/21,19,35,46,13,350,24,4300,10,
05/07/21,19,55,45,9,350,17,4400,10,
05/07/21,20,15,45,14,350,18,3300,10,
05/08/21, 6,35,35,7,310,0*,7220,10,
05/08/21, 6,55,36,7,330,0*,7220,10,
05/08/21, 7,15,37,7,340,0*,7220,10,
05/08/21, 7,35,38,9,330,0*,7220,10,
05/08/21, 7,55,40,13,320,16,7220,10,
05/08/21, 8,15,41,10,320,16*,7220,10,
05/08/21, 8,35,42,9,340,16*,7220,10,
05/08/21, 8,55,42,7,320,16*,7220,10,
05/08/21, 9,15,44,9,340,16,7220,10,
05/08/21, 9,35,44,9,340,18,7220,10,
05/08/21, 9,55,45,10,330,16,7220,10,
05/08/21,10,15,46,6,320,16*,7220,10,
05/08/21,10,35,47,10,310,16,7220,10,
05/08/21,10,55,48,8,330,16,7220,10,
05/08/21,11,15,48,6,270,16,7220,10,
05/08/21,11,35,48,9,320,16,7220,10,
05/08/21,11,55,49,7,330,16,7220,10,
05/08/21,12,15,50,7,300,16*,5000,10,
05/08/21,12,35,52,7,290,18,5000,10,
05/08/21,12,55,51,7,340,17,7220,10,
05/08/21,13,15,51,6,290,17*,5500,10,
05/08/21,13,35,51,6,330,17*,5500,10,
05/08/21,13,55,51,6,290,17*,5500,10,
05/08/21,14,15,53,8,300,17*,5500,10,
05/08/21,14,35,52,6,330,17*,5500,10,
05/08/21,14,55,53,3,120,17*,5500,10,
05/08/21,15,15,55,9,330,17*,5500,10,
05/08/21,15,35,51,6,20,17*,6500,10,
05/08/21,15,55,54,7,350,11,6500,10,
05/08/21,16,15,52,9,300,11*,7220,10,
05/08/21,16,35,53,0,0,11*,6500,10,
05/08/21,16,55,54,6,270,11*,6500,10,
05/08/21,17,15,53,3,240,11*,6500,10,
05/08/21,17,35,53,6,20,11*,6500,10,
05/08/21,17,55,54,7,290,11*,6500,10,
05/08/21,18,15,52,7,300,11*,7500,10,
05/08/21,18,35,52,9,290,11*,7500,10,
05/08/21,18,55,51,9,320,11*,7500*,10,
05/08/21,19,15,51,7,290,11*,7500*,10,
05/08/21,19,35,50,0,0,11*,7000,10,
05/08/21,19,55,48,0,0,11*,7000,10,
05/08/21,20,15,47,0,0,11*,7000,10,
05/09/21, 4,55,41,0,0,11*,6500,10,
05/09/21, 5,15,41,0,0,11*,6500,10,
05/09/21, 5,35,40,0,0,11*,6500*,10,
05/09/21, 5,55,41,0,0,11*,6500*,10,
05/09/21, 6,15,41,0,0,11*,6500*,10,
05/09/21, 6,35,41,0,0,11*,6500*,10,
05/09/21, 6,55,42,0,0,11*,6500*,10,
05/09/21, 7,15,43,3,160,11*,6500*,10,
05/09/21, 7,35,44,5,150,11*,6500*,10,
05/09/21, 7,55,44,3,150,11*,6500*,10,
05/09/21, 8,15,45,5,150,11*,12000,10,
05/09/21, 8,35,46,3,150,11*,12000,10,
05/09/21, 8,55,46,5,150,11*,12000,10,
05/09/21, 9,15,46,3,160,11*,12000,10,
05/09/21, 9,35,46,5,130,11*,2600,10,
05/09/21, 9,55,47,6,150,11*,2800,10,
05/09/21,10,15,46,5,150,11*,2600,10,
05/09/21,10,35,46,5,160,11*,2600,10,
05/09/21,10,55,47,5,110,11*,2600,10,
05/09/21,11,15,48,6,90,11*,2500,10,
05/09/21,11,35,48,7,140,11*,2800,10,
05/09/21,11,55,47,8,150,20,2800,10,
05/09/21,12,15,47,7,140,20,2600,10,
05/09/21,12,35,48,8,140,18,2400,10,
05/09/21,12,55,48,7,120,18,4200,10,
05/09/21,13,15,48,10,100,17,2400,10,
05/09/21,13,35,48,5,150,17*,2400,10,
05/09/21,13,55,47,7,120,17*,2800,10,
05/09/21,14,15,47,8,140,17*,3600,10,
05/09/21,14,35,47,5,140,17*,4100,10,
05/09/21,14,55,47,5,140,17*,4800,10,
05/09/21,15,15,46,7,150,17*,4800,10,
05/09/21,15,35,47,3,70,17*,6000,10,
05/09/21,15,55,47,5,170,17*,5000,10,
05/09/21,16,15,49,3,50,17*,5000,10,
05/09/21,16,35,48,5,80,17*,5500,10,
05/09/21,16,55,49,5,20,17*,6500,10,
05/09/21,17,15,49,3,50,17*,7500,10,
05/09/21,17,35,49,3,140,17*,7500,10,
05/09/21,17,55,50,5,100,17*,3200,10,
05/09/21,18,15,51,3,130,17*,3400,10,
05/09/21,18,35,51,5,20,17*,3600,10,
05/09/21,18,55,51,3,20,17*,3600,10,
05/09/21,19,15,50,5,170,17*,6500,10,
05/09/21,19,35,50,5,180,17*,4600,10,
05/09/21,19,55,49,0,0,17*,4600,10,
05/09/21,20,15,47,0,0,17*,7500,10,
05/10/21, 6,35,35,5,270,0*,9000,10,
05/10/21, 6,55,37,6,270,0*,9000,10,
05/10/21, 7,15,39,6,290,0*,9000*,10,
05/10/21, 7,35,40,3,280,0*,5500,10,
05/10/21, 7,55,41,5,300,0*,5500,10,
05/10/21, 8,15,41,5,290,0*,8000,10,
05/10/21, 8,35,41,5,290,0*,6000,10,
05/10/21, 8,55,42,0,0,0*,6000,10,
05/10/21, 9,15,43,6,320,0*,7000,10,
05/10/21, 9,35,45,7,330,16,7000,10,
05/10/21, 9,55,46,5,350,17,7000,10,
05/10/21,10,15,46,7,340,17*,7000,10,
05/10/21,10,35,46,7,340,17*,7000,10,
05/10/21,10,55,48,9,330,17*,6000,10,
05/10/21,11,15,49,6,300,17*,6000,10,
05/10/21,11,35,50,11,310,18,4700,10,
05/10/21,11,55,48,14,320,20,4700,10,
05/10/21,12,15,50,14,300,23,3900,10,
05/10/21,12,35,51,13,280,23,3900,10,
05/10/21,12,55,53,10,270,21,6500,10,
05/10/21,13,15,52,15,260,30,4300,10,
05/10/21,13,35,51,13,270,25,4300,10,
05/10/21,13,55,52,15,280,21,4600,10,
05/10/21,14,15,51,9,270,18,4600,10,
05/10/21,14,35,52,11,280,21,4400,10,
05/10/21,14,55,52,10,250,17,4300,10,
05/10/21,15,15,51,10,280,23,4700,10,
05/10/21,15,35,52,13,270,21,4500,10,
05/10/21,15,55,51,10,280,17,6000,10,
05/10/21,16,15,53,9,260,20,4700,10,
05/10/21,16,35,54,10,270,20,4900,10,
05/10/21,16,55,53,8,240,20*,5000,10,
05/10/21,17,15,54,15,270,20,6000,10,
05/10/21,17,35,52,10,280,18,6000,10,
05/10/21,17,55,53,10,280,18*,6000,10,
05/10/21,18,15,51,9,270,18*,5000,10,
05/10/21,18,35,51,6,260,18*,7000,10,
05/10/21,18,55,51,7,290,18*,6000,10,
05/10/21,19,15,51,9,290,18*,6000,10,
05/10/21,19,35,50,11,290,18*,7000,10,
05/10/21,19,55,49,10,280,18*,7000,10,
05/10/21,20,15,49,10,290,17,7000,10,
05/11/21, 6,35,35,7,310,18*,7500*,10,
05/11/21, 6,55,36,7,290,18*,7500*,10,
05/11/21, 7,15,38,8,300,18*,7500*,10,
05/11/21, 7,35,39,8,290,18*,7500*,10,
05/11/21, 7,55,41,8,310,18*,7500*,10,
05/11/21, 8,15,43,10,310,18*,2700,10,
05/11/21, 8,35,43,14,310,23,2900,10,
05/11/21, 8,55,44,11,330,20,3100,10,
05/11/21, 9,15,44,14,340,18,3500,10,
05/11/21, 9,35,46,15,290,20,3700,10,
05/11/21, 9,55,45,15,330,23,3900,10,
05/11/21,10,15,46,13,300,22,4100,10,
05/11/21,10,35,46,14,270,18,4200,10,
05/11/21,10,55,49,13,320,21,4400,10,
05/11/21,11,15,48,14,310,21,4600,10,
05/11/21,11,35,49,13,330,17,4800,10,
05/11/21,11,55,48,15,330,23,5000,10,
05/11/21,12,15,49,17,300,23,5000,10,
05/11/21,12,35,51,13,300,20,5000,10,
05/11/21,12,55,49,10,320,22,6000,10,
05/11/21,13,15,50,17,310,26,6000,10,
05/11/21,13,35,44,10,300,25,2200,10,
05/11/21,13,55,49,10,260,20,2800,10,
05/11/21,14,15,49,8,330,20*,4000,10,
05/11/21,14,35,50,14,310,20,5000,10,
05/11/21,14,55,53,11,300,21,6000,10,
05/11/21,15,15,52,9,310,20,6000,10,
05/11/21,15,35,51,13,350,20,6000,10,
05/11/21,15,55,53,11,320,23,6000,10,
05/11/21,16,15,50,11,340,21,6000,10,
05/11/21,16,35,52,15,330,21,5500,10,
05/11/21,16,55,53,11,330,17,5500,10,
05/11/21,17,15,52,15,310,22,6500,10,
05/11/21,17,35,53,13,340,22*,6500,10,
05/11/21,17,55,51,14,330,17,7500,10,
05/11/21,18,15,51,15,340,17*,7500*,10,
05/11/21,18,35,51,13,340,17*,8000,10,
05/11/21,18,55,50,11,330,20,8000*,10,
05/11/21,19,15,50,10,350,20,7500,10,
05/11/21,19,35,48,9,360,20*,7500,10,
05/11/21,19,55,46,8,330,20*,7500*,10,
05/11/21,20,15,46,7,320,20*,7500*,10,
05/12/21, 6,35,35,7,200,0*,7500*,10,
05/12/21, 6,55,39,3,290,0*,7500*,10,
05/12/21, 7,15,41,3,320,0*,7500*,10,
05/12/21, 7,35,43,3,330,0*,7500*,10,
05/12/21, 7,55,45,5,340,0*,7500*,10,
05/12/21, 8,15,47,7,350,0*,7500*,10,
05/12/21, 8,35,49,8,360,0*,7500*,10,
05/12/21, 8,55,51,9,320,0*,7500*,10,
05/12/21, 9,15,52,5,20,0*,7500*,10,
05/12/21, 9,35,53,9,350,0*,7500*,10,
05/12/21, 9,55,54,8,360,0*,7500*,10,
